key	eco	name_fr	name_en
c4 e5 Nc3 Bb4	A21	Ouverture anglaise : Variante King's anglaise, Contre-attaque Kramnik-Shirov	English Opening: King's English Variation, Kramnik-Shirov Counterattack
c4 e5 Nc3 Nc6	A25	Ouverture anglaise : Variante King's anglaise, inversée Closed Sicilian	English Opening: King's English Variation, Reversed Closed Sicilian
c4 e5 Nc3 Nf6	A22	Ouverture anglaise : Variante King's anglaise, Variante deux cavaliers	English Opening: King's English Variation, Two Knights Variation
c4 e5 Nf3 e4	A20	Ouverture anglaise : Variante King's anglaise, Variante Nimzowitsch-Flohr	English Opening: King's English Variation, Nimzowitsch-Flohr Variation
c4 e5 g3 h5	A20	Ouverture anglaise : Variante Drill	English Opening: Drill Variation
c4 e6 Nf3 d5	A13	Ouverture anglaise : Défense Agincourt	English Opening: Agincourt Defense
c4 g5 d4 Bg7	A10	Ouverture anglaise : Gambit Myers	English Opening: Myers Gambit
c4 g5 d4 e5	A10	Ouverture anglaise : Gambit Zilbermints	English Opening: Zilbermints Gambit
c4 g6 e4 e5	A10	Ouverture anglaise : Défense Adorjan	English Opening: Adorjan Defense
d4 Nc6 d5 Nb8	A40	Défense Montevideo	Montevideo Defense
d4 Nf6 Bg5 e6	A45	Attaque Trompowsky : Défense classique	Trompowsky Attack: Classical Defense
d4 Nf6 Nc3 c5	A45	Défense indienne : Défense inversée Chigorin	Indian Defense: Reversed Chigorin Defense
d4 Nf6 Nc3 d5	A45	Partie du pion dame : Variante Chigorin	Queen's Pawn Game: Chigorin Variation
d4 Nf6 Nc3 e5	A45	Défense indienne : Gambit Maddigan	Indian Defense: Maddigan Gambit
d4 Nf6 Nd2 e5	A45	Défense indienne : Gambit Lazard	Indian Defense: Lazard Gambit
d4 Nf6 Nf3 Ne4	A46	Défense Döry	Döry Defense
d4 Nf6 Nf3 a6	A46	Défense indienne : Variante cavaliers, Variante Alburt-Miles	Indian Defense: Knights Variation, Alburt-Miles Variation
d4 Nf6 Nf3 b5	A46	Défense indienne : Variante polonaise	Indian Defense: Polish Variation
d4 Nf6 Nf3 b6	A47	Pseudo-défense indienne de la dame	Pseudo Queen's Indian Defense
d4 Nf6 Nf3 c5	A46	Défense indienne : Spielmann-indienne	Indian Defense: Spielmann-Indian
d4 Nf6 Nf3 c6	A46	Défense indienne : tchèque-indienne	Indian Defense: Czech-Indian
d4 Nf6 Nf3 d6	A46	Défense indienne : Défense Wade-Tartakower	Indian Defense: Wade-Tartakower Defense
d4 Nf6 Nf3 g6	A48	Défense est-indienne	East Indian Defense
d4 Nf6 c4 Nc6	A50	Défense mexicaine	Mexican Defense
d4 Nf6 c4 b5	A50	Défense indienne : Gambit Pyrenees	Indian Defense: Pyrenees Gambit
d4 Nf6 c4 b6	A50	Indienne de la dame accélérée	Queen's Indian Accelerated
d4 Nf6 c4 c5	A56	Défense Benoni	Benoni Defense
d4 Nf6 c4 c6	A50	Slave indienne	Slav Indian
d4 Nf6 c4 d6	A53	Ancienne défense indienne	Old Indian Defense
d4 Nf6 c4 e5	A51	Défense indienne : Gambit Budapest	Indian Defense: Budapest Gambit
d4 Nf6 c4 g5	A50	Défense indienne : Gambit Medusa	Indian Defense: Medusa Gambit
d4 Nf6 c4 g6	E60	Défense indienne : Défense West indienne	Indian Defense: West Indian Defense
d4 Nf6 g4 Nxg4	A45	Défense indienne : Gibbins-Weidenhagen gambit accepté	Indian Defense: Gibbins-Weidenhagen Gambit Accepted
d4 Nf6 g4 e5	A45	Défense indienne : Gambit Gibbins-Weidenhagen, Défense Oshima	Indian Defense: Gibbins-Weidenhagen Gambit, Oshima Defense
d4 c5 d5 Na6	A43	Défense Benoni : Variante Snail	Benoni Defense: Snail Variation
d4 c5 d5 Nf6	A43	Défense Benoni : Défense Benoni-indienne	Benoni Defense: Benoni-Indian Defense
d4 c5 d5 d6	A43	Défense Benoni : ancienne Benoni	Benoni Defense: Old Benoni
d4 c5 d5 e5	A44	Défense Benoni : ancienne Benoni	Benoni Defense: Old Benoni
d4 c5 d5 f5	A43	Défense Benoni : ancienne Benoni, Formation Mujannah	Benoni Defense: Old Benoni, Mujannah Formation
d4 c5 dxc5 Na6	A43	Défense Benoni : Gambit Benoni, Défense Schlenker	Benoni Defense: Benoni Gambit, Schlenker Defense
d4 c5 dxc5 b6	A43	Défense Benoni : Gambit Cormorant	Benoni Defense: Cormorant Gambit
d4 c6 c4 d6	A40	Partie du pion dame : Anglo-Slav ouverture	Queen's Pawn Game: Anglo-Slav Opening
d4 d5 Bf4 c5	D00	Partie du pion dame : Système Accelerated London, Contre-gambit Steinitz	Queen's Pawn Game: Accelerated London System, Steinitz Countergambit
d4 d5 Bg5 Bg4	D00	Partie du pion dame : Attaque Levitsky, Variante Welling	Queen's Pawn Game: Levitsky Attack, Welling Variation
d4 d5 Nc3 Bf5	D00	Partie du pion dame : Variante Chigorin, Défense Alburt	Queen's Pawn Game: Chigorin Variation, Alburt Defense
d4 d5 Nc3 Bg4	D00	Partie du pion dame : Variante Chigorin, Anti-Veresov	Queen's Pawn Game: Chigorin Variation, Anti-Veresov
d4 d5 Nc3 c5	D00	Partie du pion dame : Variante Chigorin, Gambit Irish	Queen's Pawn Game: Chigorin Variation, Irish Gambit
d4 d5 Nc3 e5	D00	Partie du pion dame : Variante Chigorin, Gambit Shaviliuk	Queen's Pawn Game: Chigorin Variation, Shaviliuk Gambit
d4 d5 Nc3 e6	D00	Partie du pion dame : Variante Chigorin	Queen's Pawn Game: Chigorin Variation
d4 d5 Nc3 h5	D00	Partie du pion dame : Variante Chigorin, Défense Shropshire	Queen's Pawn Game: Chigorin Variation, Shropshire Defense
d4 d5 Nf3 Nc6	D02	Partie du pion dame : Variante Chigorin	Queen's Pawn Game: Chigorin Variation
d4 d5 Nf3 Nf6	D02	Partie du pion dame : Variante symétrique	Queen's Pawn Game: Symmetrical Variation
d4 d5 Nf3 c5	D02	Partie du pion dame : Variante Krause	Queen's Pawn Game: Krause Variation
d4 d5 c4 Bf5	D06	Gambit dame refusé : Défense Baltic	Queen's Gambit Declined: Baltic Defense
d4 d5 c4 Nc6	D07	Gambit dame refusé : Défense Chigorin	Queen's Gambit Declined: Chigorin Defense
d4 d5 c4 Nf6	D06	Gambit dame refusé : Défense Marshall	Queen's Gambit Declined: Marshall Defense
d4 d5 c4 b5	D06	Gambit dame refusé : Gambit Zilbermints	Queen's Gambit Declined: Zilbermints Gambit
d4 d5 c4 c5	D06	Gambit dame refusé : Défense autrichienne	Queen's Gambit Declined: Austrian Defense
d4 d5 c4 c6	D10	Défense slave	Slav Defense
d4 d5 c4 dxc4	D20	Gambit dame accepté	Queen's Gambit Accepted
d4 d5 c4 e5	D08	Gambit dame refusé : Contre-gambit Albin	Queen's Gambit Declined: Albin Countergambit
d4 d5 c4 e6	D30	Gambit dame refusé	Queen's Gambit Declined
d4 d5 e3 Nf6	D00	Partie du pion dame	Queen's Pawn Game
d4 d6 Nf3 Bg4	A41	Défense Wade	Wade Defense
d4 d6 Nf3 g6	A41	Partie du pion dame : Variante Rossolimo	Queen's Pawn Game: Rossolimo Variation
d4 d6 c4 e5	A41	Défense Rat : anglaise Rat	Rat Defense: English Rat
d4 e5 Nf3 e4	A40	Gambit Englund refusé : inversée Krebs	Englund Gambit Declined: Reversed Krebs
d4 e5 dxe5 Qh4	A40	Gambit Englund : Gambit Mosquito	Englund Gambit: Mosquito Gambit
d4 e5 dxe5 d6	A40	Gambit Englund : Gambit Hartlaub-Charlick	Englund Gambit: Hartlaub-Charlick Gambit
d4 e5 dxe5 f6	A40	Gambit Englund : Gambit Soller	Englund Gambit: Soller Gambit
d4 e6 c4 Bb4	A40	Défense kangourou	Kangaroo Defense
d4 e6 c4 b6	A40	Défense anglaise	English Defense
d4 e6 c4 e5	A40	Défense Horwitz : Gambit Zilbermints	Horwitz Defense: Zilbermints Gambit
d4 e6 e4 d6	C00	Défense Rat : Défense Small centre	Rat Defense: Small Center Defense
d4 f5 Nc3 d5	A80	Partie du pion dame : Attaque Veresov, Système hollandaise	Queen's Pawn Game: Veresov Attack, Dutch System
d4 f5 Nf3 e5	A80	Défense hollandaise : Gambit Omega-Isis	Dutch Defense: Omega-Isis Gambit
d4 f5 c4 Nf6	A84	Défense hollandaise : Variante Normal	Dutch Defense: Normal Variation
d4 f5 c4 e6	A84	Défense hollandaise : Variante classique	Dutch Defense: Classical Variation
d4 f5 e4 fxe4	A82	Défense hollandaise : Staunton gambit accepté	Dutch Defense: Staunton Gambit Accepted
d4 f5 g4 e5	A80	Défense hollandaise : Gambit Hevendehl	Dutch Defense: Hevendehl Gambit
e4 Nc6 Nc3 e6	B00	Défense Nimzowitsch : française Connection	Nimzowitsch Defense: French Connection
e4 Nc6 Nc3 g6	B00	Défense Nimzowitsch : Pirc Connection	Nimzowitsch Defense: Pirc Connection
e4 Nc6 Nf3 d6	B00	Défense Nimzowitsch : Variante Williams	Nimzowitsch Defense: Williams Variation
e4 Nc6 Nf3 e6	B00	Défense Nimzowitsch : Variante Franco-Nimzowitsch	Nimzowitsch Defense: Franco-Nimzowitsch Variation
e4 Nc6 Nf3 f5	B00	Défense Nimzowitsch : Contre-gambit Colorado	Nimzowitsch Defense: Colorado Countergambit
e4 Nc6 d4 a6	B00	Défense Nimzowitsch : Variante Woodchuck	Nimzowitsch Defense: Woodchuck Variation
e4 Nc6 d4 d5	B00	Défense Nimzowitsch : Variante scandinave	Nimzowitsch Defense: Scandinavian Variation
e4 Nc6 d4 d6	B00	Défense Nimzowitsch : Variante Mikenas	Nimzowitsch Defense: Mikenas Variation
e4 Nc6 d4 e5	B00	Défense Nimzowitsch : Variante Kennedy	Nimzowitsch Defense: Kennedy Variation
e4 Nc6 d4 f6	B00	Défense Nimzowitsch : Défense Neo-Mongoloid	Nimzowitsch Defense: Neo-Mongoloid Defense
e4 Nf6 Nc3 d5	B02	Défense Alekhine : Variante scandinave	Alekhine Defense: Scandinavian Variation
e4 Nf6 e5 Nd5	B02	Défense Alekhine : Variante Normal	Alekhine Defense: Normal Variation
e4 Nf6 e5 Ne4	B02	Défense Alekhine : Mokele Mbembe	Alekhine Defense: Mokele Mbembe
e4 Nf6 e5 Ng8	B02	Défense Alekhine : Variante Brooklyn	Alekhine Defense: Brooklyn Variation
e4 a5 d4 Nc6	B00	Défense Ware : Défense Snagglepuss	Ware Defense: Snagglepuss Defense
e4 a6 d4 e5	B00	Défense Saint-Georges : Gambit Zilbermints	St. George Defense: Zilbermints Gambit
e4 b6 d4 Ba6	B00	Défense Owen : Défense Guatemala	Owen Defense: Guatemala Defense
e4 c5 Nc3 Nc6	B23	Défense sicilienne : Closed, Traditional	Sicilian Defense: Closed, Traditional
e4 c5 Nc3 e6	B23	Défense sicilienne : Closed	Sicilian Defense: Closed
e4 c5 Nf3 Nc6	B30	Défense sicilienne : ancienne Sicilian	Sicilian Defense: Old Sicilian
e4 c5 Nf3 Nf6	B29	Défense sicilienne : Variante Nimzowitsch	Sicilian Defense: Nimzowitsch Variation
e4 c5 Nf3 Qa5	B27	Défense sicilienne : Variante Mongoose	Sicilian Defense: Mongoose Variation
e4 c5 Nf3 Qc7	B27	Défense sicilienne : Variante Quinteros	Sicilian Defense: Quinteros Variation
e4 c5 Nf3 a6	B28	Défense sicilienne : Variante O'Kelly	Sicilian Defense: O'Kelly Variation
e4 c5 Nf3 b5	B27	Défense sicilienne : Gambit polonaise	Sicilian Defense: Polish Gambit
e4 c5 Nf3 b6	B27	Défense sicilienne : Variante Katalimov	Sicilian Defense: Katalimov Variation
e4 c5 Nf3 d6	B50	Défense sicilienne : Variantes moderne	Sicilian Defense: Modern Variations
e4 c5 Nf3 e5	B27	Défense sicilienne : Variante Jalalabad	Sicilian Defense: Jalalabad Variation
e4 c5 Nf3 e6	B40	Défense sicilienne : Variante française	Sicilian Defense: French Variation
e4 c5 Nf3 f5	B27	Défense sicilienne : Gambit Brussels	Sicilian Defense: Brussels Gambit
e4 c5 Nf3 g6	B27	Défense sicilienne : Hyperaccelerated Dragon	Sicilian Defense: Hyperaccelerated Dragon
e4 c5 Nf3 h6	B27	Défense sicilienne : Variante Bücker	Sicilian Defense: Bücker Variation
e4 c5 b3 b6	B20	Défense sicilienne : Attaque Czerniak, Variante Queen fianchetto	Sicilian Defense: Czerniak Attack, Queen Fianchetto Variation
e4 c5 f4 e5	C30	Gambit du roi refusé : Défense Mafia	King's Gambit Declined: Mafia Defense
e4 c6 Nc3 d5	B10	Défense Caro-Kann	Caro-Kann Defense
e4 c6 c4 d5	B10	Défense Caro-Kann : Attaque Accelerated Panov	Caro-Kann Defense: Accelerated Panov Attack
e4 c6 c4 e5	B10	Défense Caro-Kann : Attaque Accelerated Panov, Variante Open	Caro-Kann Defense: Accelerated Panov Attack, Open Variation
e4 c6 d4 Na6	B12	Défense Caro-Kann : Défense De Bruycker	Caro-Kann Defense: De Bruycker Defense
e4 c6 d4 Nf6	B12	Défense Caro-Kann : Variante Masi	Caro-Kann Defense: Masi Variation
e4 c6 d4 d5	B12	Défense Caro-Kann	Caro-Kann Defense
e4 c6 d4 f5	B12	Défense Caro-Kann : Défense Massachusetts	Caro-Kann Defense: Massachusetts Defense
e4 d5 exd5 Nf6	B01	Défense scandinave : Variante moderne	Scandinavian Defense: Modern Variation
e4 d5 exd5 Qxd5	B01	Défense scandinave : Variante Mieses-Kotroc	Scandinavian Defense: Mieses-Kotroc Variation
e4 d5 exd5 c6	B01	Défense scandinave : Gambit Blackburne-Kloosterboer	Scandinavian Defense: Blackburne-Kloosterboer Gambit
e4 d6 d4 Nd7	B00	Défense Rat : Défense Antal	Rat Defense: Antal Defense
e4 d6 d4 Nf6	B00	Défense Pirc	Pirc Defense
e4 d6 d4 e5	B07	Partie du pion roi : Défense Maróczy	King's Pawn Game: Maróczy Defense
e4 d6 d4 f5	A82	Défense Rat : Défense Balogh	Rat Defense: Balogh Defense
e4 e5 Bc4 Bc5	C23	Ouverture du fou : Variante Boi	Bishop's Opening: Boi Variation
e4 e5 Bc4 Nf6	C24	Ouverture du fou : Défense Berlin	Bishop's Opening: Berlin Defense
e4 e5 Bc4 c6	C23	Ouverture du fou : Contre-attaque Philidor	Bishop's Opening: Philidor Counterattack
e4 e5 Bc4 d5	C23	Ouverture du fou : Gambit Khan	Bishop's Opening: Khan Gambit
e4 e5 Bc4 f5	C23	Ouverture du fou : Contre-gambit Calabrese	Bishop's Opening: Calabrese Countergambit
e4 e5 Nc3 Bc5	C25	Partie viennoise : Défense Anderssen	Vienna Game: Anderssen Defense
e4 e5 Nc3 Nc6	C25	Partie viennoise : Défense Max Lange	Vienna Game: Max Lange Defense
e4 e5 Nc3 Nf6	C26	Partie viennoise : Variante Falkbeer	Vienna Game: Falkbeer Variation
e4 e5 Nf3 Bc5	C40	Partie du pion roi : Gambit Busch-Gass	King's Pawn Game: Busch-Gass Gambit
e4 e5 Nf3 Nc6	C44	Ouverture du cavalier-roi : Variante Normal	King's Knight Opening: Normal Variation
e4 e5 Nf3 Nf6	C42	Défense Petroff (russe)	Petrov's Defense
e4 e5 Nf3 Qe7	C40	Défense Gunderam	Gunderam Defense
e4 e5 Nf3 Qf6	C40	Partie du pion roi : Défense McConnell	King's Pawn Game: McConnell Defense
e4 e5 Nf3 c6	C40	Partie du pion roi : Gambit Gunderam	King's Pawn Game: Gunderam Gambit
e4 e5 Nf3 d5	C40	Gambit de l'éléphant	Elephant Gambit
e4 e5 Nf3 d6	C41	Défense Philidor	Philidor Defense
e4 e5 Nf3 f5	C40	Gambit letton	Latvian Gambit
e4 e5 Nf3 f6	C40	Partie du pion roi : Défense Damiano	King's Pawn Game: Damiano Defense
e4 e5 Qh5 Nf6	C20	Partie du pion roi : Attaque Wayward Queen, Contre-gambit Kiddie	King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit
e4 e5 c3 f5	C20	Partie du pion roi : Attaque MacLeod, Gambit Lasa	King's Pawn Game: MacLeod Attack, Lasa Gambit
e4 e5 c4 d5	C20	Partie du pion roi : Gambit Bavarian	King's Pawn Game: Bavarian Gambit
e4 e5 d3 f5	C20	Partie du pion roi : Variante Clam, King's gambit inversée	King's Pawn Game: Clam Variation, King's Gambit Reversed
e4 e5 d4 d5	C20	Partie du pion roi : Gambit Beyer	King's Pawn Game: Beyer Gambit
e4 e5 d4 exd4	C21	Partie du centre acceptée	Center Game Accepted
e4 e5 f4 Bc5	C30	Gambit du roi refusé : Variante classique	King's Gambit Declined: Classical Variation
e4 e5 f4 Nc6	C30	Gambit du roi refusé : Défense Queen's cavalier	King's Gambit Declined: Queen's Knight Defense
e4 e5 f4 Nf6	C30	Gambit du roi refusé : Défense Petrov's	King's Gambit Declined: Petrov's Defense
e4 e5 f4 Qf6	C30	Gambit du roi refusé : Variante Norwalde	King's Gambit Declined: Norwalde Variation
e4 e5 f4 Qh4	C30	Gambit du roi refusé : Défense Keene's	King's Gambit Declined: Keene's Defense
e4 e5 f4 d5	C31	Gambit du roi refusé : Contre-gambit Falkbeer	King's Gambit Declined: Falkbeer Countergambit
e4 e5 f4 exf4	C33	Gambit du roi accepté	King's Gambit Accepted
e4 e5 f4 f5	C30	Gambit du roi refusé : Contre-gambit Panteldakis	King's Gambit Declined: Panteldakis Countergambit
e4 e5 f4 g5	C30	Gambit du roi refusé : Contre-gambit Zilbermints Double	King's Gambit Declined: Zilbermints Double Countergambit
e4 e6 Nf3 f5	C00	Défense française : Variante cavalier, Gambit Franco-Hiva	French Defense: Knight Variation, Franco-Hiva Gambit
e4 e6 d3 f5	C00	Défense française : Attaque King's indienne, Gambit Franco-Hiva	French Defense: King's Indian Attack, Franco-Hiva Gambit
e4 e6 d4 Nf6	C00	Défense française : Défense Mediterranean	French Defense: Mediterranean Defense
e4 e6 d4 a6	C00	Défense française : Défense St. George	French Defense: St. George Defense
e4 e6 d4 b5	C00	Défense française : Gambit Baeuerle	French Defense: Baeuerle Gambit
e4 e6 d4 c5	C00	Défense française : Défense Franco-Sicilian	French Defense: Franco-Sicilian Defense
e4 e6 d4 d5	C00	Défense française	French Defense
e4 e6 d4 f5	C00	Défense française : Gambit Franco-Hiva	French Defense: Franco-Hiva Gambit
e4 f6 d4 Kf7	B00	Défense Fried Fox	Fried Fox Defense
e4 g5 d4 Bg7	B00	Défense Borg : Gambit Borg	Borg Defense: Borg Gambit
e4 g5 d4 e5	B00	Défense Borg : Gambit Zilbermints	Borg Defense: Zilbermints Gambit
e4 g6 d4 Bg7	B06	Défense moderne	Modern Defense
e4 g6 d4 Nf6	B06	Défense moderne : Défense norvégienne	Modern Defense: Norwegian Defense
e4 g6 d4 f5	B06	Défense moderne : Gambit fianchetto	Modern Defense: Fianchetto Gambit
e4 h5 d4 Nf6	B00	Défense Goldsmith : Défense Picklepuss	Goldsmith Defense: Picklepuss Defense
e4 h6 d4 e5	B00	Défense Carr : Gambit Zilbermints	Carr Defense: Zilbermints Gambit
f3 e5 g4 Qh4	A00	Ouverture Barnes : Fool's Mate	Barnes Opening: Fool's Mate
f4 e5 fxe5 Nc6	A02	Ouverture de l'oiseau (Bird) : Gambit Schlechter	Bird Opening: Schlechter Gambit
f4 e5 fxe5 Ne7	A02	Ouverture de l'oiseau (Bird) : Gambit Platz	Bird Opening: Platz Gambit
f4 e5 fxe5 f6	A02	Ouverture de l'oiseau (Bird) : Gambit Lasker	Bird Opening: Lasker Gambit
f4 f5 d4 d5	A02	Ouverture de l'oiseau (Bird) : Formation Double Duck	Bird Opening: Double Duck Formation
f4 h6 Nf3 g5	A02	Ouverture de l'oiseau (Bird) : Gambit Hobbs-Zilbermints	Bird Opening: Hobbs-Zilbermints Gambit
g3 d5 Bg2 c5	A00	Ouverture hongroise : Défense inversée moderne	Hungarian Opening: Reversed Modern Defense
g3 d5 Bg2 c6	A00	Ouverture hongroise : Formation Slav	Hungarian Opening: Slav Formation
g3 d5 Bg2 e6	A00	Ouverture hongroise : Formation Catalan	Hungarian Opening: Catalan Formation
g3 d5 Nf3 g5	A07	Ouverture hongroise : Gambit Wiedenhagen-Beta	Hungarian Opening: Wiedenhagen-Beta Gambit
g3 h5 Nf3 h4	A00	Ouverture hongroise : Gambit Van Kuijk	Hungarian Opening: Van Kuijk Gambit
g4 d5 Bg2 c6	A00	Ouverture Grob : Grob gambit refusé	Grob Opening: Grob Gambit Declined
g4 e5 h3 Nc6	A00	Ouverture Grob : Défense London	Grob Opening: London Defense
h3 d5 a3 e5	A00	Formation Creepy-Crawly : Défense classique	Creepy Crawly Formation: Classical Defense
Nc3 d5 d3 Nf6 g3	A00	Ouverture Van Geet : Variante Venezolana	Van Geet Opening: Venezolana Variation
Nc3 d5 e4 dxe4 Bc4	A00	Ouverture Van Geet : Gambit Hector	Van Geet Opening: Hector Gambit
Nc3 d5 e4 dxe4 d3	A00	Ouverture Van Geet : Gambit Dunst-Perrenet	Van Geet Opening: Dunst-Perrenet Gambit
Nc3 d5 e4 dxe4 f3	A00	Ouverture Van Geet : Gambit Dougherty	Van Geet Opening: Dougherty Gambit
Nc3 e5 Nf3 Nc6 d4	A00	Ouverture Van Geet : Attaque Napoleon	Van Geet Opening: Napoleon Attack
Nc3 e5 f4 exf4 e4	A00	Ouverture Van Geet : Gambit Nowokunski	Van Geet Opening: Nowokunski Gambit
Nc3 f5 e4 fxe4 d3	A00	Ouverture Van Geet : Gambit Kluever	Van Geet Opening: Kluever Gambit
Nf3 Nf6 a4 g6 b4	A05	Ouverture Zukertort : Attaque Myers polonaise	Zukertort Opening: Myers Polish Attack
Nf3 Nf6 b4 g6 Bb2	A05	Ouverture polonaise (Orang-outan) : Système Zukertort	Polish Opening: Zukertort System
Nf3 Nf6 g3 g6 b4	A05	Attaque indienne du roi : Variante Smyslov	King's Indian Attack: Smyslov Variation
Nf3 c5 d4 cxd4 e3	A04	Ouverture Zukertort : Gambit Speelsmet	Zukertort Opening: Speelsmet Gambit
Nf3 d5 b3 c5 e4	A06	Attaque Nimzo-Larsen : Gambit Norfolk	Nimzo-Larsen Attack: Norfolk Gambit
Nf3 d5 c4 c6 b3	A12	Ouverture Réti : Variante Anglo-Slav, Variante Bogoljubow	Réti Opening: Anglo-Slav Variation, Bogoljubow Variation
Nf3 d5 c4 d4 Rg1	A09	Ouverture Réti : Variante Penguin	Réti Opening: Penguin Variation
Nf3 d5 g3 c5 Bg2	A08	Attaque indienne du roi : Variante Sicilian	King's Indian Attack: Sicilian Variation
Nf3 f5 d3 Nf6 e4	A04	Ouverture Zukertort : Lisitsyn gambit différé	Zukertort Opening: Lisitsyn Gambit Deferred
Nh3 d5 g3 e5 f4	A00	Ouverture Amar : Gambit Paris	Amar Opening: Paris Gambit
b3 Nf6 Bb2 g6 g4	A01	Attaque Nimzo-Larsen : Variante Spike	Nimzo-Larsen Attack: Spike Variation
b3 e5 Bb2 Nc6 e3	A01	Attaque Nimzo-Larsen : Variante moderne	Nimzo-Larsen Attack: Modern Variation
b3 e5 Bb2 Nc6 f4	A01	Attaque Nimzo-Larsen : Gambit Pachman	Nimzo-Larsen Attack: Pachman Gambit
b3 f5 Bb2 e6 e4	A01	Attaque Nimzo-Larsen : Gambit Ringelbach	Nimzo-Larsen Attack: Ringelbach Gambit
b4 Nf6 Bb2 g6 e4	A00	Ouverture polonaise (Orang-outan) : Variante King's indienne, Attaque Schiffler	Polish Opening: King's Indian Variation, Schiffler Attack
b4 c6 Bb2 a5 b5	A00	Ouverture polonaise (Orang-outan) : Variante Outflank, Gambit Schuehler	Polish Opening: Outflank Variation, Schuehler Gambit
b4 d5 Bb2 Nf6 Nf3	A00	Ouverture polonaise (Orang-outan), avec d5	Polish Opening, with d5
b4 d5 Bb2 c6 a4	A00	Ouverture polonaise (Orang-outan) : Variante Myers	Polish Opening: Myers Variation
b4 e5 Bb2 f6 b5	A00	Ouverture polonaise (Orang-outan) : Variante Bugayev avancée	Polish Opening: Bugayev Advance Variation
